listener_id,country,age_group,gender,subscription_type,signup_date
1260,India,25-34,Female,free,2022-10-12
1261,Canada,35-44,Male,premium,2023-06-16
1262,India,18-24,Other,free,2023-06-16
1263,Australia,25-34,Female,free,2023-05-26
1264,USA,25-34,Male,free,2024-04-21
1265,Germany,45+,Female,free,2023-01-31
1266,Canada,18-24,Other,free,2022-04-30
1267,USA,45+,Male,free,2022-04-07
1268,Australia,25-34,Other,free,2022-04-30
1269,Canada,18-24,Male,free,2023-06-21
1270,UK,25-34,Other,free,2022-06-02
1271,India,18-24,Male,free,2022-09-02
1272,Australia,25-34,Female,free,2024-02-11
1273,UK,35-44,Male,free,2023-05-31
1274,USA,35-44,Female,free,2023-01-28
1275,Germany,45+,Male,free,2022-05-23
1276,Canada,35-44,Male,premium,2023-05-19
1277,India,25-34,Other,free,2024-03-04
1278,Canada,25-34,Other,premium,2024-04-26
1279,USA,35-44,Other,free,2024-05-07
1280,Canada,45+,Male,free,2022-08-08
1281,India,35-44,Male,free,2024-04-18
1282,USA,18-24,Male,premium,2022-06-09
1283,Canada,18-24,Female,free,2022-03-17
1284,Germany,18-24,Female,free,2023-09-03
1285,Australia,35-44,Male,free,2023-11-23
1286,USA,35-44,Other,free,2023-10-01
1287,Australia,35-44,Other,free,2022-02-01
1288,USA,18-24,Other,free,2024-02-16
1289,Germany,45+,Male,free,2022-11-30
1290,Australia,25-34,Other,free,2023-06-09
1291,UK,35-44,Male,free,2023-03-16
1292,India,45+,Female,premium,2024-06-10
1293,UK,25-34,Other,premium,2024-07-28
1294,Canada,25-34,Female,free,2024-09-19
1295,Germany,25-34,Other,free,2022-12-18
1296,UK,45+,Male,premium,2022-12-05
1297,USA,45+,Male,free,2024-07-14
1298,Canada,18-24,Male,free,2023-02-04
1299,Canada,45+,Male,premium,2023-01-31
1300,UK,45+,Other,free,2022-07-21
1301,UK,45+,Female,free,2024-08-19
1302,Germany,25-34,Male,premium,2023-06-14
1303,India,35-44,Other,free,2024-06-27
1304,UK,18-24,Female,premium,2022-04-03
1305,UK,35-44,Male,premium,2024-03-02
1306,Australia,35-44,Female,premium,2022-12-24
1307,USA,45+,Male,free,2023-01-31
1308,Australia,18-24,Female,free,2024-04-07
1309,Australia,35-44,Female,free,2022-03-01
1310,Canada,35-44,Male,free,2023-04-22
1311,India,18-24,Other,free,2023-12-27
1312,USA,45+,Female,free,2023-09-04
1313,Germany,35-44,Male,free,2022-01-01
1314,Germany,25-34,Female,free,2023-07-09
1315,UK,35-44,Female,free,2022-11-07
1316,UK,25-34,Other,premium,2022-06-17
1317,Germany,45+,Female,premium,2022-07-11
1318,UK,35-44,Female,premium,2022-02-03
1319,India,18-24,Male,free,2022-02-03
1320,Australia,18-24,Male,premium,2023-11-19
1321,UK,35-44,Other,premium,2023-02-21
1322,Canada,45+,Female,free,2023-12-09
1323,UK,45+,Female,free,2024-09-24
1324,USA,18-24,Female,free,2022-06-07
1325,India,35-44,Other,free,2024-01-27
1326,USA,45+,Female,free,2023-05-15
1327,USA,18-24,Male,free,2023-01-01
1328,Canada,25-34,Other,premium,2022-12-06
1329,India,35-44,Male,free,2024-05-07
1330,India,25-34,Male,free,2022-12-01
1331,India,25-34,Other,premium,2023-08-06
1332,India,45+,Male,free,2022-11-23
1333,India,45+,Female,premium,2022-04-24
1334,Canada,45+,Other,free,2024-03-07
1335,UK,35-44,Male,premium,2024-07-07
1336,USA,25-34,Female,free,2023-02-22
1337,India,35-44,Female,free,2023-04-13
1338,UK,45+,Male,free,2022-05-23
1339,UK,25-34,Female,premium,2023-09-01
1340,USA,35-44,Other,premium,2022-11-05
1341,Canada,35-44,Male,free,2023-02-05
1342,Germany,18-24,Female,premium,2022-11-16
1343,Germany,35-44,Female,free,2022-07-31
1344,UK,45+,Male,free,2022-11-13
1345,Australia,35-44,Male,premium,2022-07-04
1346,Australia,25-34,Male,free,2022-07-24
1347,USA,35-44,Male,free,2022-12-30
1348,Germany,18-24,Other,premium,2022-08-04
1349,UK,25-34,Male,premium,2022-09-03
1350,Canada,25-34,Other,premium,2022-08-27
1351,Germany,18-24,Other,premium,2024-03-15
1352,UK,45+,Male,free,2023-01-26
1353,UK,25-34,Other,premium,2023-06-04
1354,India,45+,Male,free,2024-09-09
1355,Canada,25-34,Male,premium,2023-08-13
1356,India,25-34,Female,free,2024-04-15
1357,USA,45+,Male,free,2022-10-04
1358,India,25-34,Female,free,2024-08-14
1359,India,45+,Other,free,2022-07-21
1360,Germany,18-24,Female,free,2022-08-02
1361,Australia,45+,Other,premium,2023-08-29
1362,UK,18-24,Male,premium,2023-04-23
1363,Canada,25-34,Other,free,2023-05-23
1364,India,45+,Other,premium,2024-09-02
1365,Canada,25-34,Male,free,2022-03-16
1366,Australia,45+,Other,free,2024-09-08
1367,Australia,18-24,Male,free,2023-10-31
1368,India,18-24,Female,premium,2023-10-27
1369,USA,45+,Male,premium,2024-08-11
1370,India,18-24,Male,free,2022-05-22
1371,Germany,25-34,Other,free,2023-08-13
1372,UK,25-34,Female,free,2022-11-18
1373,USA,35-44,Male,free,2023-11-25
1374,India,18-24,Female,free,2023-04-06
1375,Canada,25-34,Female,free,2023-12-08
1376,USA,45+,Other,free,2023-11-01
1377,USA,18-24,Male,premium,2022-05-26
1378,India,25-34,Other,free,2022-02-23
1379,USA,18-24,Male,free,2022-12-22
1380,Canada,45+,Female,free,2022-10-04
1381,Australia,25-34,Male,premium,2024-03-31
1382,USA,35-44,Male,premium,2023-08-18
1383,Australia,35-44,Female,premium,2023-02-04
1384,Canada,18-24,Female,free,2023-10-30
1385,India,45+,Male,premium,2023-05-31
1386,UK,25-34,Other,free,2023-05-14
1387,USA,45+,Male,free,2022-11-07
1388,UK,25-34,Female,free,2022-09-28
1389,Canada,18-24,Other,free,2023-07-30
1390,USA,25-34,Female,premium,2023-03-25
1391,Australia,45+,Female,premium,2022-04-22
1392,Germany,45+,Other,free,2022-08-27
1393,UK,18-24,Female,free,2022-05-24
1394,USA,45+,Female,free,2023-01-09
1395,UK,25-34,Female,free,2022-01-20
1396,USA,18-24,Female,free,2023-07-30
1397,India,25-34,Female,premium,2022-10-16
1398,Australia,45+,Female,premium,2023-08-16
1399,UK,18-24,Female,free,2022-07-16
1400,Germany,25-34,Female,premium,2023-01-17
1401,Germany,45+,Female,free,2023-08-04
1402,Canada,45+,Male,free,2023-11-29
1403,USA,35-44,Male,free,2023-11-10
1404,UK,45+,Female,free,2023-12-18
1405,Canada,25-34,Male,premium,2023-05-07
1406,UK,18-24,Other,free,2022-06-13
1407,USA,35-44,Male,free,2023-08-29
1408,Germany,45+,Female,free,2022-09-06
1409,India,45+,Female,premium,2022-03-09
1410,Germany,45+,Male,free,2024-05-04
1411,Canada,25-34,Female,premium,2022-01-21
1412,Australia,35-44,Other,premium,2024-04-10
1413,India,25-34,Other,free,2023-05-27
1414,Canada,35-44,Female,free,2023-08-20
1415,USA,18-24,Other,premium,2023-01-25
1416,India,25-34,Other,free,2023-06-20
1417,Canada,25-34,Male,premium,2022-04-21
1418,USA,18-24,Other,free,2024-08-06
1419,Germany,35-44,Male,free,2024-05-12
1420,Australia,45+,Female,premium,2023-08-18
1421,USA,18-24,Male,premium,2024-05-19
1422,UK,45+,Female,premium,2023-04-05
1423,USA,45+,Female,free,2022-03-19
1424,USA,18-24,Female,premium,2023-03-10
1425,Australia,35-44,Female,premium,2023-01-15
1426,UK,45+,Female,premium,2023-10-14
1427,Canada,18-24,Male,free,2023-03-16
1428,Canada,25-34,Female,free,2024-06-06
1429,USA,25-34,Other,premium,2024-02-22
1430,UK,25-34,Other,free,2022-12-05
1431,UK,18-24,Female,free,2024-09-14
1432,Australia,25-34,Other,free,2023-02-28
1433,Germany,45+,Male,free,2022-06-18
1434,Canada,25-34,Male,free,2023-12-10
1435,Australia,25-34,Female,free,2024-08-22
1436,India,45+,Female,premium,2022-09-19
1437,Canada,25-34,Female,free,2023-12-28
1438,Australia,45+,Other,free,2023-08-02
1439,Canada,25-34,Other,free,2022-08-17
1440,Germany,45+,Male,free,2022-06-10
1441,India,25-34,Other,free,2023-03-03
1442,Germany,45+,Male,premium,2022-05-02
1443,India,18-24,Other,free,2022-05-29
1444,USA,45+,Male,premium,2024-05-01
1445,Australia,25-34,Female,free,2023-12-06
1446,India,25-34,Other,free,2024-01-13
1447,Germany,35-44,Male,free,2022-04-21
1448,Canada,45+,Other,free,2023-10-19
1449,India,18-24,Female,premium,2022-08-09
1450,Australia,45+,Male,premium,2024-06-22
1451,India,45+,Other,free,2022-03-05
1452,UK,18-24,Other,free,2023-09-30
1453,Canada,45+,Female,free,2023-12-31
1454,Australia,18-24,Female,free,2024-03-06
1455,Australia,18-24,Male,premium,2022-12-20
1456,USA,45+,Other,free,2023-04-19
1457,Germany,45+,Other,premium,2024-06-27
1458,USA,25-34,Female,free,2024-01-18
1459,Australia,25-34,Female,free,2023-04-30
1460,Canada,35-44,Male,free,2022-01-13
1461,India,35-44,Other,free,2024-07-22
1462,India,45+,Other,premium,2022-06-02
1463,Canada,18-24,Male,free,2022-08-27
1464,Australia,35-44,Male,premium,2022-07-09
1465,India,45+,Female,free,2023-10-25
1466,India,35-44,Female,premium,2022-03-27
1467,India,18-24,Male,free,2022-01-21
1468,Germany,45+,Male,premium,2023-11-25
1469,Germany,18-24,Other,premium,2022-11-15
1470,UK,45+,Male,premium,2022-06-07
1471,USA,35-44,Male,free,2024-08-28
1472,Canada,25-34,Other,premium,2024-08-21
1473,Canada,35-44,Male,free,2023-04-26
1474,Canada,35-44,Female,free,2024-05-28
1475,UK,25-34,Female,free,2022-03-17
1476,Germany,25-34,Other,free,2022-11-25
1477,Australia,45+,Male,premium,2023-02-20
1478,Australia,45+,Female,free,2022-07-22
1479,UK,18-24,Female,free,2022-08-17
1480,Australia,18-24,Female,free,2022-06-01
1481,Canada,35-44,Female,free,2024-02-14
1482,USA,25-34,Male,free,2022-03-13
1483,India,18-24,Male,free,2022-08-13
1484,Germany,35-44,Male,free,2023-04-18
1485,Germany,25-34,Male,free,2024-06-15
1486,UK,45+,Female,premium,2023-10-05
1487,Germany,35-44,Other,premium,2022-12-26
1488,Canada,45+,Other,premium,2023-06-24
1489,Australia,18-24,Female,free,2024-03-21
1490,Canada,18-24,Female,free,2023-09-01
1491,UK,25-34,Other,free,2022-02-15
1492,Canada,35-44,Other,free,2022-01-01
1493,Australia,45+,Female,free,2023-11-09
1494,USA,25-34,Female,free,2022-09-02
1495,UK,18-24,Male,free,2022-08-07
1496,USA,18-24,Male,free,2023-09-06
1497,India,35-44,Other,premium,2022-10-18
1498,USA,45+,Female,free,2023-04-03
1499,India,35-44,Other,free,2022-07-23
1500,India,45+,Male,free,2022-07-21
1501,USA,45+,Male,free,2023-07-20
1502,UK,35-44,Other,free,2023-04-27
1503,Australia,25-34,Male,free,2024-03-02
1504,Canada,35-44,Female,free,2023-05-26
1505,Canada,35-44,Other,premium,2024-07-12
1506,Australia,18-24,Female,premium,2022-10-05
1507,India,18-24,Female,free,2022-01-16
1508,India,35-44,Male,free,2023-06-09
1509,UK,35-44,Female,free,2022-12-22
1510,Germany,18-24,Other,premium,2022-12-22
1511,USA,45+,Female,free,2024-04-09
1512,India,35-44,Female,free,2024-07-27
1513,Canada,25-34,Female,free,2023-08-22
1514,UK,25-34,Female,free,2022-03-19
1515,USA,25-34,Female,premium,2024-07-16
1516,UK,35-44,Male,free,2022-03-08
1517,USA,45+,Other,free,2024-05-08
1518,USA,45+,Male,free,2023-12-24
1519,Australia,18-24,Other,free,2022-08-02
1520,India,35-44,Other,premium,2023-11-28
1521,UK,45+,Other,premium,2023-03-25
1522,UK,35-44,Other,free,2024-08-22
1523,Australia,18-24,Other,free,2023-03-09
1524,Canada,18-24,Female,free,2023-06-29
1525,Canada,18-24,Male,free,2022-04-25
1526,India,25-34,Male,free,2024-02-26
1527,India,35-44,Female,free,2023-02-24
1528,Germany,18-24,Other,free,2023-05-14
1529,Australia,35-44,Male,free,2023-12-11
1530,Canada,25-34,Female,free,2023-01-15
1531,USA,25-34,Female,premium,2022-05-23
1532,UK,18-24,Male,free,2024-01-10
1533,India,18-24,Male,premium,2023-09-24
1534,UK,45+,Other,free,2024-05-14
1535,UK,35-44,Other,free,2022-01-24
1536,Germany,18-24,Male,premium,2023-06-23
1537,Canada,45+,Other,free,2024-08-02
1538,India,35-44,Female,premium,2022-03-16
1539,UK,18-24,Other,free,2024-01-23
1540,India,45+,Other,free,2023-06-19
1541,USA,45+,Female,free,2023-11-04
1542,Germany,35-44,Other,free,2022-02-10
1543,USA,45+,Female,free,2024-01-20
1544,India,35-44,Other,free,2024-01-21
1545,India,35-44,Male,free,2023-07-22
1546,Canada,35-44,Other,free,2023-02-17
1547,UK,25-34,Male,free,2023-02-19
1548,UK,45+,Male,free,2023-03-25
1549,USA,35-44,Male,free,2023-09-02
1550,Germany,18-24,Male,free,2023-10-20
1551,Australia,25-34,Male,premium,2024-09-04
1552,UK,25-34,Female,premium,2024-02-13
1553,Canada,45+,Female,free,2023-03-12
1554,USA,35-44,Female,premium,2023-07-06
1555,USA,45+,Male,free,2023-12-06
1556,Australia,25-34,Other,premium,2022-08-27
1557,Canada,35-44,Female,premium,2022-02-11
1558,Germany,18-24,Other,premium,2024-01-04
1559,Canada,35-44,Other,free,2023-12-09
1560,Germany,25-34,Male,free,2024-03-10
1561,Canada,18-24,Male,free,2022-01-10
1562,Canada,35-44,Male,premium,2024-01-17
1563,India,18-24,Female,free,2024-04-16
1564,USA,18-24,Male,premium,2022-09-22
1565,Canada,25-34,Female,free,2023-08-04
1566,Australia,18-24,Female,premium,2023-03-21
1567,Canada,45+,Female,free,2022-05-19
1568,UK,25-34,Female,free,2024-05-16
1569,USA,45+,Male,free,2024-01-01
1570,UK,18-24,Female,free,2022-07-15
1571,USA,45+,Male,free,2022-03-15
1572,UK,35-44,Male,premium,2023-09-07
1573,Canada,18-24,Female,free,2022-08-13
1574,Canada,35-44,Male,free,2023-09-27
1575,India,45+,Other,premium,2022-04-12
1576,Australia,35-44,Male,free,2022-09-21
1577,UK,18-24,Male,premium,2024-08-02
1578,Germany,35-44,Female,premium,2024-07-08
1579,India,45+,Female,free,2024-09-25
1580,UK,45+,Male,free,2022-06-10
1581,UK,45+,Female,free,2022-08-21
1582,India,18-24,Other,premium,2023-05-06
1583,Canada,45+,Other,free,2024-02-26
1584,UK,18-24,Female,free,2024-02-09
1585,Canada,35-44,Male,premium,2022-11-07
1586,India,45+,Other,free,2023-10-13
1587,Canada,35-44,Other,premium,2022-08-15
1588,USA,25-34,Male,premium,2022-09-30
1589,Germany,35-44,Female,free,2024-07-26
1590,UK,25-34,Other,premium,2022-11-13
1591,Australia,35-44,Male,premium,2024-06-17
1592,Germany,18-24,Male,free,2022-03-27
1593,Canada,35-44,Other,free,2022-10-18
1594,UK,18-24,Female,free,2023-04-14
1595,Canada,18-24,Other,free,2023-12-30
1596,USA,45+,Male,premium,2024-05-20
1597,India,18-24,Other,free,2023-08-01
1598,UK,25-34,Female,free,2024-02-08
1599,USA,45+,Male,free,2023-10-09
1600,USA,45+,Female,free,2023-02-08
1601,UK,35-44,Other,premium,2023-03-03
1602,Canada,18-24,Other,premium,2023-01-10
1603,Australia,18-24,Female,free,2024-06-20
1604,USA,25-34,Other,free,2023-07-21
1605,Germany,35-44,Female,free,2024-05-17
1606,USA,35-44,Other,free,2024-01-25
1607,Australia,45+,Female,free,2022-09-09
1608,Canada,45+,Female,free,2023-06-17
1609,Canada,45+,Male,premium,2022-11-03
1610,Germany,25-34,Male,free,2023-03-06
1611,USA,25-34,Female,premium,2023-11-06
1612,Canada,45+,Other,free,2024-05-17
1613,Australia,35-44,Other,free,2022-09-21
1614,UK,25-34,Other,premium,2022-03-09
1615,India,35-44,Female,free,2022-04-17
1616,India,35-44,Female,premium,2023-02-04
1617,India,18-24,Female,free,2023-08-02
1618,USA,45+,Female,free,2022-07-18
1619,Germany,18-24,Male,premium,2022-07-11
1620,Canada,45+,Female,free,2023-05-29
1621,UK,45+,Other,premium,2024-02-08
1622,Australia,35-44,Male,premium,2023-03-18
1623,UK,45+,Other,free,2022-01-01
1624,Australia,35-44,Female,free,2022-12-24
1625,USA,35-44,Male,free,2022-04-25
1626,India,45+,Female,free,2024-06-21
1627,USA,35-44,Male,premium,2023-08-23
1628,Germany,35-44,Other,free,2022-07-16
1629,Germany,35-44,Female,free,2024-09-07
1630,Australia,25-34,Female,premium,2023-08-27
1631,Canada,35-44,Male,free,2022-10-01
1632,Canada,25-34,Male,premium,2024-05-05
1633,Australia,25-34,Female,free,2022-06-09
1634,Germany,35-44,Male,premium,2022-06-22
1635,Germany,35-44,Female,free,2023-06-29
1636,Germany,25-34,Male,free,2023-04-03
1637,USA,25-34,Other,free,2023-08-08
1638,Germany,35-44,Male,free,2023-03-09
1639,UK,35-44,Other,premium,2024-07-17
1640,India,45+,Male,free,2023-04-26
1641,Germany,25-34,Male,premium,2023-03-31
1642,Australia,25-34,Female,free,2022-07-15
1643,India,45+,Male,free,2024-03-06
1644,USA,25-34,Male,free,2023-08-22
1645,Australia,18-24,Other,free,2022-11-05
1646,India,25-34,Male,free,2024-01-06
1647,Australia,45+,Female,free,2023-07-10
1648,USA,18-24,Other,premium,2024-04-27
1649,UK,35-44,Female,free,2023-05-09
1650,USA,45+,Female,free,2023-03-15
1651,USA,45+,Female,free,2023-10-12
1652,Australia,35-44,Female,free,2024-02-21
1653,Canada,45+,Other,premium,2022-12-25
1654,Germany,25-34,Male,free,2022-02-05
1655,Germany,35-44,Female,free,2022-02-03
1656,UK,45+,Other,free,2022-03-29
1657,UK,35-44,Female,free,2023-10-20
1658,Germany,35-44,Male,free,2022-01-16
1659,Canada,35-44,Other,free,2024-01-15
1660,Germany,18-24,Other,free,2023-02-25
1661,Canada,45+,Male,free,2023-07-07
1662,UK,18-24,Other,premium,2024-02-06
1663,India,45+,Male,free,2024-03-03
1664,Australia,25-34,Other,premium,2022-05-06
1665,UK,25-34,Other,free,2022-01-08
1666,UK,25-34,Male,premium,2023-04-17
1667,USA,45+,Male,free,2023-04-13
1668,USA,35-44,Other,free,2024-05-29
1669,USA,35-44,Other,free,2024-05-11
1670,Australia,18-24,Male,free,2024-05-01
1671,USA,18-24,Male,free,2023-05-25
1672,Canada,25-34,Other,free,2023-02-06
1673,Germany,18-24,Other,free,2024-04-15
1674,India,45+,Other,free,2022-06-25
1675,UK,45+,Male,free,2024-01-10
1676,Canada,18-24,Other,premium,2024-08-23
1677,India,18-24,Female,free,2024-04-14
1678,Canada,18-24,Male,free,2024-07-02
1679,Canada,18-24,Other,free,2023-01-02
1680,UK,25-34,Male,free,2023-05-03
1681,Germany,25-34,Female,free,2022-01-18
1682,USA,18-24,Male,premium,2022-02-25
1683,Australia,45+,Other,free,2024-07-07
1684,Germany,25-34,Female,free,2022-02-04
1685,Australia,45+,Female,free,2024-06-20
1686,UK,35-44,Other,free,2023-09-22
1687,UK,45+,Other,premium,2024-03-04
1688,UK,18-24,Other,premium,2024-02-05
1689,India,35-44,Male,free,2023-12-26
1690,Australia,25-34,Male,free,2023-07-27
1691,Germany,25-34,Male,free,2023-08-23
1692,Germany,35-44,Other,free,2024-02-22
1693,Canada,45+,Other,free,2022-12-13
1694,Canada,25-34,Male,premium,2022-02-01
1695,Canada,18-24,Female,free,2024-06-26
1696,UK,35-44,Male,free,2022-05-13
1697,Germany,18-24,Female,free,2023-07-30
1698,Australia,35-44,Other,premium,2022-07-18
1699,UK,25-34,Other,free,2022-09-13
1700,India,45+,Male,premium,2022-12-08
1701,Canada,35-44,Male,free,2023-10-29
1702,UK,35-44,Other,free,2024-09-01
1703,UK,18-24,Male,premium,2022-08-19
1704,India,25-34,Other,premium,2022-10-28
1705,USA,18-24,Other,free,2023-07-01
1706,Germany,25-34,Female,free,2022-01-26
1707,Australia,18-24,Male,premium,2023-06-19
1708,USA,35-44,Other,free,2023-10-15
1709,Canada,18-24,Male,free,2023-04-19
1710,UK,45+,Female,premium,2023-01-22
1711,India,25-34,Female,free,2022-10-12
1712,India,25-34,Male,free,2023-03-26
1713,Germany,35-44,Male,free,2022-11-16
1714,USA,25-34,Other,free,2022-06-05
1715,Germany,45+,Female,free,2023-04-16
1716,UK,18-24,Female,free,2023-02-24
1717,Germany,35-44,Female,free,2022-04-23
1718,Australia,45+,Male,free,2024-06-20
1719,India,25-34,Other,free,2023-10-13
1720,India,25-34,Male,free,2023-02-26
1721,Canada,45+,Male,premium,2024-06-04
1722,Canada,18-24,Male,free,2024-07-18
1723,UK,18-24,Other,premium,2023-12-22
1724,Australia,35-44,Male,free,2024-04-14
1725,USA,25-34,Female,premium,2024-05-25
1726,Germany,45+,Female,free,2024-07-30
1727,UK,18-24,Female,free,2024-09-20
1728,Canada,35-44,Other,premium,2023-08-21
1729,Germany,25-34,Male,premium,2022-10-12
1730,Canada,25-34,Other,free,2023-07-26
1731,Germany,35-44,Male,premium,2022-02-23
1732,USA,35-44,Female,free,2023-08-28
1733,UK,18-24,Male,premium,2022-11-21
1734,Germany,45+,Male,free,2024-08-27
1735,Australia,25-34,Male,free,2023-04-03
1736,India,45+,Other,free,2024-06-03
1737,Australia,25-34,Male,free,2022-09-22
1738,Australia,25-34,Male,premium,2023-01-17
1739,India,45+,Male,free,2022-08-01
1740,Australia,35-44,Other,free,2022-11-29
1741,Germany,18-24,Other,free,2022-01-10
1742,Germany,25-34,Other,free,2022-12-24
1743,Germany,35-44,Male,free,2022-07-22
1744,India,25-34,Female,free,2023-12-09
1745,Australia,18-24,Female,premium,2022-02-27
1746,India,25-34,Female,free,2023-05-09
1747,Germany,18-24,Male,free,2023-05-25
1748,Australia,18-24,Female,premium,2024-02-07
1749,Australia,25-34,Female,free,2022-08-11
1750,Canada,25-34,Female,premium,2023-01-04
1751,Canada,18-24,Male,premium,2023-11-23
1752,USA,35-44,Female,free,2023-02-22
1753,UK,45+,Female,free,2024-05-23
1754,Canada,18-24,Male,free,2023-07-01
1755,India,25-34,Other,free,2024-05-20
1756,Canada,25-34,Female,premium,2022-04-13
1757,USA,35-44,Other,free,2022-06-10
1758,Australia,45+,Female,free,2022-07-19
1759,USA,18-24,Male,free,2022-06-09
1760,Australia,18-24,Other,free,2023-11-26
1761,Australia,45+,Other,free,2024-05-14
1762,UK,18-24,Other,premium,2022-05-16
1763,Canada,45+,Other,free,2024-07-30
1764,India,25-34,Female,free,2023-02-02
1765,India,45+,Female,free,2024-01-08
1766,Germany,18-24,Other,premium,2023-01-27
1767,Australia,45+,Female,free,2024-01-25
1768,India,35-44,Other,premium,2022-04-16
1769,UK,25-34,Other,free,2023-08-06
1770,Australia,25-34,Male,premium,2023-08-12
1771,UK,45+,Other,free,2022-02-23
1772,India,18-24,Female,free,2022-10-04
1773,India,35-44,Other,free,2022-04-21
1774,Germany,25-34,Male,free,2022-08-12
1775,India,25-34,Female,free,2022-03-16
1776,Australia,18-24,Male,free,2023-05-21
1777,Australia,18-24,Male,free,2022-01-14
1778,Australia,35-44,Other,free,2024-08-28
1779,Germany,45+,Male,premium,2024-02-09
1780,Germany,18-24,Male,free,2023-04-27
1781,India,45+,Female,premium,2022-07-08
1782,USA,35-44,Male,free,2022-12-30
1783,USA,45+,Other,free,2022-08-27
1784,Germany,25-34,Other,free,2023-02-05
1785,India,45+,Other,free,2024-04-25
1786,USA,35-44,Male,premium,2024-09-11
1787,India,35-44,Female,free,2022-10-31
1788,India,35-44,Other,premium,2022-04-01
1789,India,45+,Male,premium,2023-01-27
1790,Canada,25-34,Other,free,2022-07-03
1791,Australia,18-24,Other,premium,2022-01-17
1792,India,25-34,Female,free,2024-08-22
1793,Canada,45+,Other,premium,2022-01-12
1794,Germany,45+,Female,premium,2022-06-15
1795,USA,18-24,Male,free,2022-05-26
1796,Australia,45+,Other,premium,2022-10-09
1797,USA,35-44,Male,free,2024-09-17
1798,Australia,35-44,Male,free,2023-07-03
1799,USA,35-44,Male,free,2023-08-05
1800,Australia,35-44,Other,free,2022-06-18
1801,USA,35-44,Female,free,2024-04-26
1802,USA,45+,Other,premium,2022-06-19
1803,USA,18-24,Male,free,2024-02-04
1804,USA,18-24,Female,free,2022-12-12
1805,Germany,35-44,Male,free,2023-05-14
1806,India,45+,Female,free,2023-04-05
1807,UK,25-34,Other,premium,2022-10-24
1808,Canada,25-34,Female,premium,2024-07-31
1809,UK,45+,Other,premium,2022-05-22
1810,UK,35-44,Male,free,2024-06-15
1811,Australia,18-24,Female,free,2024-02-24
1812,India,45+,Male,premium,2024-01-07
1813,Australia,25-34,Female,premium,2023-11-26
1814,India,25-34,Other,free,2024-01-03
1815,India,25-34,Female,free,2022-02-22
1816,USA,35-44,Female,premium,2022-04-28
1817,Germany,25-34,Other,premium,2022-12-31
1818,USA,45+,Other,free,2023-11-02
1819,Germany,45+,Other,premium,2024-08-15
1820,Australia,25-34,Female,free,2022-05-16
1821,Germany,45+,Male,free,2023-02-18
1822,Australia,25-34,Female,free,2022-03-18
1823,UK,25-34,Female,free,2024-04-27
1824,UK,18-24,Male,free,2024-08-19
1825,Germany,35-44,Other,free,2023-07-11
1826,Germany,35-44,Female,free,2022-01-18
1827,Australia,18-24,Male,premium,2024-05-16
1828,USA,18-24,Other,premium,2024-07-29
1829,Australia,35-44,Other,free,2023-02-07
1830,USA,25-34,Female,free,2022-07-24
1831,UK,25-34,Other,premium,2023-05-14
1832,India,35-44,Other,free,2022-11-20
1833,Germany,25-34,Male,premium,2023-08-18
1834,USA,18-24,Male,premium,2023-07-16
1835,Australia,25-34,Other,free,2022-10-08
1836,UK,25-34,Male,premium,2022-06-15
1837,USA,45+,Other,premium,2022-08-31
1838,Australia,45+,Female,free,2024-06-07
1839,Germany,45+,Male,free,2023-04-24
1840,Germany,25-34,Other,free,2022-06-13
1841,Canada,35-44,Other,free,2022-11-20
1842,India,18-24,Male,free,2023-07-22
1843,Canada,25-34,Male,free,2023-07-05
1844,UK,35-44,Female,free,2024-04-10
1845,USA,25-34,Other,premium,2023-10-02
1846,UK,18-24,Female,free,2024-06-21
1847,Australia,25-34,Female,free,2023-09-26
1848,Germany,18-24,Female,free,2024-01-29
1849,Canada,25-34,Male,free,2023-11-29
1850,Canada,18-24,Female,free,2022-07-27
1851,Canada,25-34,Male,free,2022-11-11
1852,UK,18-24,Male,free,2022-10-31
1853,Germany,45+,Female,premium,2024-06-19
1854,USA,25-34,Female,premium,2022-08-27
1855,Australia,25-34,Other,free,2023-12-28
1856,USA,35-44,Female,free,2024-03-14
1857,UK,35-44,Other,free,2022-08-12
1858,Australia,18-24,Female,premium,2022-03-29
1859,Canada,25-34,Female,free,2023-06-21
1860,India,18-24,Female,premium,2023-03-05
1861,UK,45+,Female,free,2022-08-08
1862,UK,35-44,Other,free,2022-10-02
1863,Germany,18-24,Other,free,2023-10-09
1864,USA,18-24,Female,premium,2024-08-11
1865,UK,35-44,Female,premium,2024-01-15
1866,UK,25-34,Other,free,2024-09-03
1867,Canada,18-24,Male,free,2022-03-07
1868,Canada,35-44,Male,free,2023-08-15
1869,Australia,25-34,Male,free,2023-02-27
1870,India,45+,Other,premium,2022-09-12
1871,Germany,35-44,Other,premium,2022-05-05
1872,India,18-24,Male,premium,2022-05-26
1873,Australia,45+,Male,premium,2023-09-07
1874,Canada,25-34,Female,free,2023-01-20
1875,USA,25-34,Other,premium,2023-03-23
1876,Canada,35-44,Other,premium,2023-01-22
1877,Germany,35-44,Male,free,2023-01-18
1878,Canada,35-44,Male,premium,2022-10-04
1879,Germany,25-34,Other,free,2023-01-17
1880,Germany,45+,Female,premium,2022-05-04
1881,Germany,25-34,Male,free,2024-07-14
1882,Australia,18-24,Other,free,2022-09-24
1883,Germany,25-34,Other,free,2024-02-29
