session_id,listener_id,episode_id,listen_start_time,listen_minutes,completion_percent,device,platform
3759,3778,383,2024-09-08 02:11:00,65,62,Tablet,Web
3760,4312,73,2024-08-18 17:56:00,17,41,Tablet,Web
3761,3958,30,2024-10-06 09:54:00,43,43,Mobile,Android
3762,4278,26,2024-02-09 06:49:00,50,48,Tablet,Web
3763,2093,295,2024-07-24 10:26:00,83,100,Desktop,Web
3764,4711,307,2024-07-19 00:50:00,69,100,Tablet,Android
3765,4222,220,2024-11-15 09:11:00,88,100,Tablet,Android
3766,1580,348,2024-01-02 21:11:00,70,100,Desktop,iOS
3767,1650,203,2024-10-05 02:01:00,16,76,Tablet,iOS
3768,3418,43,2024-03-08 00:15:00,50,75,Mobile,Android
3769,2644,183,2024-08-18 23:21:00,41,37,Tablet,Android
3770,2276,170,2024-09-24 13:36:00,64,64,Desktop,Android
3771,2937,253,2024-03-29 08:41:00,46,100,Desktop,Android
3772,2250,3,2024-07-16 17:52:00,1,5,Desktop,Android
3773,4269,213,2024-05-29 23:19:00,68,100,Mobile,Android
3774,585,213,2024-05-10 11:05:00,49,81,Mobile,iOS
3775,1435,132,2024-02-05 17:29:00,39,81,Tablet,Web
3776,3870,152,2024-04-13 06:52:00,1,5,Tablet,Android
3777,4378,219,2024-04-29 10:51:00,3,5,Desktop,iOS
3778,521,232,2024-07-28 06:37:00,3,6,Mobile,Web
3779,2444,138,2024-09-19 21:56:00,20,47,Desktop,iOS
3780,1421,24,2024-01-25 18:27:00,89,100,Tablet,Web
3781,4381,115,2024-05-22 02:21:00,4,5,Mobile,Android
3782,4739,7,2024-08-09 21:46:00,75,66,Mobile,Web
3783,3897,306,2024-10-21 16:37:00,63,52,Mobile,Android
3784,2758,79,2024-02-26 07:09:00,72,100,Desktop,Android
3785,4993,139,2024-06-01 10:50:00,68,100,Mobile,Android
3786,1677,182,2024-12-19 16:47:00,49,44,Desktop,Web
3787,117,294,2024-11-23 21:48:00,42,53,Mobile,Web
3788,2058,347,2024-10-26 21:26:00,3,5,Tablet,iOS
3789,1150,337,2024-03-27 21:03:00,56,100,Desktop,Android
3790,1206,334,2024-04-29 03:04:00,6,5,Desktop,Web
3791,4920,72,2024-05-23 20:50:00,43,53,Mobile,Android
3792,1567,160,2024-04-26 03:17:00,20,100,Tablet,Web
3793,3605,341,2024-05-26 18:10:00,59,78,Desktop,Android
3794,2971,313,2024-12-02 10:32:00,47,100,Mobile,Web
3795,3485,378,2024-09-24 05:25:00,35,34,Mobile,iOS
3796,4104,268,2024-06-12 21:53:00,17,18,Tablet,Android
3797,4214,142,2024-08-03 05:25:00,14,15,Mobile,Web
3798,1801,87,2024-11-25 12:18:00,55,100,Tablet,Web
3799,3087,367,2024-05-23 05:39:00,80,72,Desktop,Android
3800,3937,150,2024-02-20 15:08:00,67,100,Mobile,Web
3801,21,197,2024-10-29 07:17:00,52,100,Tablet,Web
3802,709,191,2024-09-28 03:04:00,12,10,Desktop,Web
3803,4102,77,2024-03-16 13:01:00,38,33,Desktop,Android
3804,4614,160,2024-10-07 20:15:00,54,57,Mobile,Android
3805,1252,121,2024-03-14 07:30:00,18,24,Tablet,Android
3806,976,231,2024-10-23 00:55:00,80,100,Mobile,iOS
3807,1868,242,2024-10-20 01:55:00,87,72,Mobile,Web
3808,3510,162,2024-12-31 18:30:00,35,29,Tablet,Web
3809,3671,29,2024-05-23 15:54:00,86,100,Desktop,Web
3810,2646,361,2024-11-17 15:11:00,34,100,Desktop,Android
3811,2572,161,2024-09-25 02:38:00,26,28,Tablet,Web
3812,326,232,2024-09-20 02:15:00,27,36,Desktop,Web
3813,531,165,2024-01-30 19:02:00,64,69,Tablet,Android
3814,3028,262,2024-12-30 21:24:00,78,69,Desktop,iOS
3815,3318,282,2024-05-14 18:47:00,27,34,Tablet,Android
3816,3368,106,2024-03-20 00:34:00,68,100,Tablet,Android
3817,3266,41,2024-10-30 13:37:00,20,44,Tablet,iOS
3818,1478,59,2024-12-07 20:34:00,81,70,Mobile,Web
3819,2734,378,2024-10-06 03:24:00,12,14,Mobile,Web
3820,4424,268,2024-12-01 03:21:00,83,100,Tablet,iOS
3821,218,333,2024-07-24 13:14:00,63,100,Tablet,Web
3822,301,61,2024-10-27 04:30:00,7,9,Mobile,Android
3823,1203,302,2024-07-17 18:53:00,72,100,Tablet,iOS
3824,1835,141,2024-08-11 22:34:00,66,66,Desktop,Web
3825,3721,24,2024-06-10 01:30:00,32,30,Desktop,Android
3826,2687,236,2024-07-30 17:42:00,66,70,Tablet,iOS
3827,1565,174,2024-08-16 00:27:00,46,44,Desktop,Android
3828,1935,379,2024-03-28 22:27:00,13,11,Mobile,iOS
3829,2646,169,2024-01-22 23:15:00,44,46,Desktop,Android
3830,269,184,2024-02-17 17:54:00,17,17,Desktop,Web
3831,4944,346,2024-05-20 09:33:00,29,35,Desktop,iOS
3832,2550,189,2024-04-17 03:34:00,66,79,Mobile,Android
3833,524,158,2024-11-29 23:56:00,62,100,Mobile,iOS
3834,1859,332,2024-04-11 13:40:00,42,100,Tablet,Android
3835,933,167,2024-07-20 18:13:00,81,72,Tablet,iOS
3836,307,299,2024-08-18 21:05:00,82,100,Desktop,Web
3837,438,73,2024-06-03 21:25:00,30,31,Desktop,Android
3838,3493,263,2024-07-29 16:08:00,38,79,Tablet,Android
3839,203,119,2024-08-06 10:10:00,55,51,Mobile,iOS
3840,3539,112,2024-06-12 16:22:00,18,19,Mobile,Android
3841,4146,339,2024-06-30 19:52:00,27,90,Desktop,Android
3842,3712,362,2024-12-26 22:50:00,21,23,Mobile,Web
3843,3598,120,2024-07-20 19:05:00,14,17,Tablet,iOS
3844,310,70,2024-06-18 19:05:00,73,100,Desktop,Web
3845,2493,329,2024-04-26 07:44:00,21,17,Mobile,Android
3846,742,193,2024-10-08 11:50:00,48,100,Tablet,Web
3847,2084,276,2024-08-09 13:16:00,32,35,Mobile,Android
3848,1699,154,2024-07-15 16:04:00,38,32,Tablet,Android
3849,3185,91,2024-11-19 19:32:00,16,27,Desktop,Web
3850,2322,333,2024-09-06 09:08:00,11,11,Tablet,Web
3851,942,218,2024-01-02 11:29:00,9,12,Mobile,iOS
3852,1357,40,2024-02-18 13:48:00,66,66,Tablet,Web
3853,589,331,2024-04-26 10:14:00,37,100,Desktop,Web
3854,3929,198,2024-12-27 20:09:00,90,100,Desktop,Web
3855,1667,356,2024-08-18 09:49:00,63,53,Mobile,Web
3856,1053,303,2024-07-26 09:51:00,17,20,Tablet,Web
3857,1978,104,2024-03-18 14:29:00,4,5,Tablet,Android
3858,243,295,2024-07-15 06:23:00,83,93,Mobile,Web
3859,1546,213,2024-08-23 04:12:00,49,68,Tablet,Web
3860,3093,213,2024-02-09 00:03:00,53,75,Mobile,Android
3861,3229,124,2024-01-17 04:35:00,36,97,Mobile,iOS
3862,1804,138,2024-10-05 01:21:00,79,87,Mobile,iOS
3863,3586,217,2024-08-03 16:39:00,71,100,Desktop,Web
3864,133,49,2024-11-10 02:27:00,61,84,Desktop,iOS
3865,2494,142,2024-05-20 10:01:00,52,100,Mobile,Web
3866,1346,109,2024-06-28 02:08:00,32,28,Desktop,Android
3867,3240,185,2024-03-12 12:51:00,56,100,Mobile,iOS
3868,4503,197,2024-03-06 12:57:00,32,41,Mobile,iOS
3869,4650,300,2024-11-25 13:01:00,46,42,Tablet,Web
3870,2744,183,2024-03-21 21:49:00,75,66,Mobile,Android
3871,3594,193,2024-02-17 10:11:00,34,28,Tablet,iOS
3872,216,111,2024-01-02 06:06:00,71,100,Tablet,Android
3873,2813,33,2024-05-18 09:50:00,27,23,Tablet,Android
3874,4501,205,2024-04-02 18:12:00,62,100,Tablet,iOS
3875,4692,1,2024-05-03 07:58:00,39,52,Mobile,Android
3876,2959,142,2024-12-22 02:51:00,49,45,Desktop,Web
3877,3951,150,2024-03-17 12:12:00,75,100,Mobile,iOS
3878,2136,357,2024-09-26 17:38:00,76,100,Desktop,Web
3879,2596,110,2024-12-18 00:16:00,9,28,Desktop,iOS
3880,4778,165,2024-08-13 16:54:00,37,80,Tablet,Android
3881,3481,49,2024-01-27 23:50:00,66,100,Tablet,Android
3882,4113,27,2024-12-22 18:17:00,8,29,Desktop,iOS
3883,703,160,2024-02-13 11:04:00,27,30,Mobile,iOS
3884,2050,118,2024-09-30 14:04:00,56,73,Mobile,Web
3885,852,8,2024-10-07 02:38:00,63,53,Tablet,Android
3886,798,24,2024-07-26 21:32:00,79,79,Tablet,Android
3887,3468,155,2024-08-20 01:48:00,17,29,Desktop,Web
3888,4489,334,2024-08-07 19:44:00,1,5,Tablet,iOS
3889,2003,370,2024-05-14 06:07:00,10,16,Tablet,Web
3890,1608,7,2024-01-28 06:18:00,52,100,Mobile,iOS
3891,1516,258,2024-11-27 23:35:00,56,98,Desktop,Web
3892,155,346,2024-03-27 09:50:00,42,100,Tablet,iOS
3893,786,149,2024-07-25 13:57:00,20,100,Desktop,iOS
3894,845,162,2024-06-12 20:05:00,10,21,Tablet,iOS
3895,157,49,2024-05-07 07:01:00,52,75,Tablet,Web
3896,1153,66,2024-05-22 01:16:00,18,56,Mobile,Android
3897,1902,301,2024-12-06 06:00:00,17,44,Mobile,Android
3898,3095,72,2024-02-18 22:38:00,84,100,Tablet,Web
3899,380,39,2024-04-16 08:44:00,15,13,Tablet,Android
3900,1713,115,2024-04-08 07:46:00,74,100,Tablet,iOS
3901,2979,93,2024-02-29 07:19:00,67,100,Mobile,iOS
3902,4897,131,2024-12-13 09:40:00,43,64,Desktop,iOS
3903,1775,156,2024-07-23 10:11:00,24,30,Desktop,Web
3904,3627,220,2024-05-15 19:55:00,1,5,Tablet,Android
3905,3518,99,2024-01-28 19:54:00,35,94,Desktop,iOS
3906,3583,385,2024-12-09 16:09:00,59,61,Tablet,iOS
3907,2267,339,2024-11-22 21:20:00,74,87,Desktop,iOS
3908,3866,119,2024-02-17 11:25:00,46,69,Tablet,iOS
3909,3143,207,2024-06-19 19:12:00,48,40,Mobile,Android
3910,3998,200,2024-05-06 21:49:00,21,33,Tablet,iOS
3911,3413,214,2024-05-16 16:08:00,39,100,Desktop,iOS
3912,2042,208,2024-07-08 05:26:00,75,72,Desktop,Android
3913,2219,202,2024-06-11 22:45:00,56,52,Mobile,Android
3914,1708,288,2024-12-18 23:53:00,75,72,Desktop,iOS
3915,4724,283,2024-05-07 05:15:00,44,40,Desktop,iOS
3916,3181,253,2024-06-01 03:31:00,76,100,Desktop,Android
3917,671,81,2024-11-26 23:49:00,83,100,Desktop,iOS
3918,4482,115,2024-04-18 22:30:00,42,85,Desktop,Android
3919,4494,169,2024-08-07 08:24:00,65,59,Tablet,Web
3920,215,212,2024-10-02 05:01:00,13,20,Desktop,Web
3921,3854,303,2024-11-11 20:46:00,82,100,Tablet,Web
3922,633,213,2024-04-24 22:59:00,13,21,Tablet,iOS
3923,832,202,2024-04-10 23:42:00,66,67,Desktop,iOS
3924,240,126,2024-04-16 16:10:00,3,5,Mobile,Android
3925,483,242,2024-01-03 03:15:00,89,100,Desktop,Web
3926,3471,247,2024-01-10 18:58:00,71,66,Mobile,Android
3927,2254,294,2024-03-08 04:10:00,27,90,Desktop,Android
3928,1610,304,2024-08-14 13:32:00,39,33,Mobile,Android
3929,2278,74,2024-03-25 13:15:00,75,78,Tablet,Android
3930,2822,385,2024-04-07 20:24:00,52,100,Mobile,Android
3931,1137,384,2024-10-28 21:31:00,75,63,Desktop,iOS
3932,1764,203,2024-09-15 22:41:00,74,100,Mobile,Web
3933,900,93,2024-12-25 13:04:00,83,100,Tablet,Android
3934,4647,236,2024-07-28 15:24:00,12,12,Tablet,iOS
3935,3373,350,2024-04-21 11:13:00,71,100,Mobile,Web
3936,909,17,2024-02-25 05:47:00,14,21,Desktop,Web
3937,226,59,2024-05-06 19:22:00,52,45,Tablet,Android
3938,4794,18,2024-04-25 07:54:00,11,28,Desktop,Android
3939,1765,244,2024-09-03 22:25:00,86,100,Mobile,Web
3940,2242,274,2024-01-24 19:13:00,13,25,Tablet,Web
3941,2174,46,2024-08-10 16:50:00,8,33,Tablet,iOS
3942,309,38,2024-02-16 03:32:00,33,39,Desktop,iOS
3943,2318,297,2024-10-29 22:37:00,84,80,Tablet,iOS
3944,205,25,2024-03-23 01:19:00,40,40,Mobile,Web
3945,4603,214,2024-07-25 18:34:00,54,100,Mobile,Web
3946,593,318,2024-05-06 09:57:00,78,100,Mobile,iOS
3947,1644,133,2024-06-17 10:19:00,65,59,Tablet,Android
3948,1278,31,2024-04-11 02:32:00,27,49,Desktop,iOS
3949,3917,290,2024-09-05 20:11:00,86,100,Mobile,iOS
3950,4453,196,2024-06-14 16:24:00,8,32,Mobile,Web
3951,708,254,2024-03-10 03:20:00,15,36,Tablet,Web
3952,2535,9,2024-08-25 22:50:00,18,33,Mobile,iOS
3953,4267,285,2024-05-28 03:08:00,84,100,Mobile,iOS
3954,4372,236,2024-06-11 04:39:00,81,100,Desktop,Web
3955,616,312,2024-08-31 17:24:00,28,40,Desktop,Android
3956,3118,151,2024-11-05 02:26:00,55,100,Mobile,Web
3957,653,20,2024-06-03 20:58:00,82,100,Mobile,Web
3958,3105,63,2024-03-27 08:30:00,74,100,Tablet,iOS
3959,975,179,2024-02-08 08:06:00,37,100,Mobile,Android
3960,1785,170,2024-11-01 22:38:00,7,10,Desktop,Web
3961,1520,199,2024-10-07 08:38:00,9,13,Desktop,Android
3962,1370,166,2024-12-01 16:57:00,23,20,Tablet,Android
3963,615,2,2024-07-05 09:39:00,18,18,Desktop,Web
3964,533,363,2024-10-04 20:23:00,60,67,Tablet,Web
3965,2261,267,2024-08-06 13:19:00,68,100,Tablet,Android
3966,4151,292,2024-01-30 01:02:00,77,100,Desktop,iOS
3967,4841,322,2024-06-23 14:46:00,90,83,Desktop,Android
3968,3293,107,2024-09-15 10:06:00,47,77,Mobile,iOS
3969,3673,327,2024-03-20 13:18:00,12,16,Desktop,iOS
3970,2963,208,2024-05-12 13:03:00,47,100,Mobile,Android
3971,185,340,2024-05-30 22:19:00,6,24,Desktop,iOS
3972,1823,3,2024-11-27 14:22:00,49,61,Mobile,Android
3973,332,359,2024-02-22 00:10:00,66,92,Mobile,Web
3974,3374,210,2024-01-31 22:56:00,70,76,Desktop,iOS
3975,3981,70,2024-01-04 16:06:00,69,100,Desktop,iOS
3976,1575,257,2024-06-28 22:30:00,15,50,Mobile,iOS
3977,1879,74,2024-04-02 05:58:00,71,100,Tablet,iOS
3978,2326,7,2024-08-29 11:09:00,69,100,Mobile,Web
3979,1578,184,2024-10-31 10:08:00,78,86,Mobile,iOS
3980,2236,48,2024-10-10 09:08:00,5,5,Desktop,Web
3981,949,117,2024-02-22 03:56:00,48,41,Mobile,Android
3982,244,161,2024-08-14 04:58:00,25,45,Mobile,Web
3983,4347,304,2024-01-04 14:54:00,17,14,Desktop,iOS
3984,2945,251,2024-11-02 15:51:00,72,100,Tablet,iOS
3985,240,66,2024-02-07 00:48:00,70,100,Desktop,iOS
3986,2357,365,2024-06-03 02:38:00,43,93,Tablet,Android
3987,1035,262,2024-05-14 09:49:00,13,13,Desktop,Web
3988,3359,233,2024-11-17 04:23:00,37,34,Tablet,iOS
3989,1436,44,2024-12-11 18:57:00,83,100,Tablet,iOS
3990,185,198,2024-06-25 16:59:00,29,26,Tablet,Web
3991,205,345,2024-10-12 19:58:00,30,40,Mobile,Web
3992,1196,50,2024-12-04 21:10:00,29,24,Tablet,Web
3993,3643,129,2024-07-25 20:21:00,31,25,Tablet,iOS
3994,2613,170,2024-06-25 16:49:00,71,100,Desktop,Web
3995,4688,157,2024-01-11 18:35:00,90,79,Desktop,iOS
3996,4718,378,2024-11-04 14:40:00,1,5,Tablet,Web
3997,401,354,2024-03-19 17:44:00,39,65,Tablet,Web
3998,3516,8,2024-01-25 13:15:00,49,100,Desktop,Android
3999,3766,124,2024-05-19 12:40:00,30,41,Desktop,iOS
4000,680,205,2024-08-15 14:08:00,41,100,Mobile,iOS
4001,3427,340,2024-06-02 20:03:00,72,100,Tablet,iOS
4002,1147,184,2024-01-11 17:28:00,29,30,Desktop,iOS
4003,3924,371,2024-11-10 05:29:00,52,55,Tablet,Web
4004,3259,152,2024-08-23 17:01:00,35,66,Mobile,Android
4005,75,273,2024-04-04 08:12:00,37,36,Tablet,iOS
4006,2053,90,2024-09-19 00:09:00,28,52,Mobile,Android
4007,656,233,2024-02-26 11:17:00,17,31,Desktop,iOS
4008,3264,308,2024-09-30 11:32:00,14,25,Desktop,Android
4009,2309,300,2024-03-30 17:01:00,4,6,Tablet,Android
4010,123,84,2024-07-07 15:26:00,36,100,Mobile,iOS
4011,1745,114,2024-11-13 11:32:00,85,100,Tablet,Web
4012,2385,184,2024-02-12 10:59:00,24,55,Tablet,Web
4013,1142,269,2024-01-24 09:32:00,50,100,Mobile,iOS
4014,4957,223,2024-12-19 21:04:00,51,100,Tablet,iOS
4015,3626,81,2024-05-31 05:21:00,13,16,Tablet,iOS
4016,1074,14,2024-07-27 15:50:00,39,100,Tablet,iOS
4017,977,184,2024-10-29 06:00:00,88,100,Desktop,Android
4018,4949,108,2024-07-21 07:33:00,61,100,Mobile,Android
4019,271,111,2024-10-27 05:21:00,16,36,Tablet,iOS
4020,2475,273,2024-04-04 05:09:00,46,100,Mobile,Android
4021,781,344,2024-02-24 19:40:00,75,100,Mobile,Web
4022,1995,109,2024-04-25 16:42:00,48,51,Tablet,Android
4023,695,310,2024-01-30 22:03:00,8,53,Mobile,iOS
4024,4766,332,2024-02-20 12:51:00,44,62,Mobile,iOS
4025,2790,193,2024-12-24 16:48:00,87,100,Mobile,Web
4026,3019,182,2024-01-02 15:20:00,77,100,Tablet,Web
4027,1169,117,2024-06-25 07:24:00,1,5,Mobile,Web
4028,1920,43,2024-11-17 15:59:00,50,51,Desktop,Web
4029,619,146,2024-05-28 15:03:00,43,68,Tablet,Android
4030,2008,228,2024-03-01 20:59:00,2,5,Desktop,Android
4031,1605,347,2024-02-23 02:44:00,79,75,Tablet,Android
4032,4088,220,2024-08-07 11:36:00,54,50,Mobile,Android
4033,1449,338,2024-08-02 02:17:00,61,62,Mobile,iOS
4034,4715,82,2024-12-24 22:07:00,71,100,Desktop,Android
4035,4485,29,2024-02-07 21:19:00,53,53,Mobile,iOS
4036,1082,126,2024-02-28 13:20:00,9,8,Desktop,Web
4037,4482,349,2024-07-16 21:28:00,57,100,Desktop,Web
4038,3503,105,2024-03-10 05:09:00,43,93,Mobile,Web
4039,3984,64,2024-10-26 05:18:00,70,100,Mobile,iOS
4040,3102,326,2024-05-25 22:05:00,67,62,Tablet,Android
4041,3393,113,2024-02-12 09:45:00,64,100,Mobile,Web
4042,2553,99,2024-01-15 08:21:00,3,15,Desktop,Android
4043,2013,292,2024-12-22 05:04:00,69,79,Mobile,Web
4044,600,107,2024-08-11 11:45:00,19,39,Tablet,Web
4045,4115,195,2024-04-16 04:19:00,49,52,Desktop,Web
4046,2113,53,2024-10-10 06:53:00,63,63,Tablet,Android
4047,3382,176,2024-06-23 07:10:00,73,100,Tablet,iOS
4048,338,49,2024-05-20 22:46:00,13,11,Mobile,Android
4049,2893,84,2024-07-20 09:59:00,90,100,Mobile,Android
4050,3647,113,2024-03-14 16:39:00,48,100,Mobile,Android
4051,2589,177,2024-05-07 16:41:00,29,24,Desktop,Web
4052,3214,161,2024-08-28 14:01:00,50,53,Desktop,Web
4053,3616,262,2024-08-06 05:27:00,38,42,Mobile,Android
4054,4733,148,2024-01-12 10:28:00,48,100,Desktop,Web
4055,1132,162,2024-10-23 04:25:00,1,5,Tablet,Android
4056,2679,197,2024-02-26 04:52:00,69,100,Tablet,iOS
4057,3455,65,2024-12-30 16:48:00,58,85,Mobile,Web
4058,1896,379,2024-01-12 20:57:00,41,39,Desktop,Web
4059,1766,132,2024-03-11 02:29:00,88,100,Mobile,Web
4060,904,155,2024-12-02 12:40:00,56,48,Mobile,iOS
4061,1208,101,2024-08-24 18:46:00,38,48,Tablet,Web
4062,52,147,2024-10-17 15:49:00,45,57,Mobile,Android
4063,953,267,2024-12-01 01:46:00,38,36,Desktop,iOS
4064,1668,118,2024-09-28 04:34:00,84,90,Mobile,Android
4065,3710,285,2024-05-04 06:35:00,88,100,Desktop,Web
4066,1279,356,2024-12-24 00:00:00,8,9,Desktop,Android
4067,525,368,2024-07-23 15:11:00,51,66,Mobile,Android
4068,1615,209,2024-12-09 04:47:00,81,100,Tablet,Android
4069,1643,3,2024-03-11 05:10:00,15,65,Mobile,iOS
4070,4244,150,2024-03-05 13:14:00,65,100,Desktop,Web
4071,1668,105,2024-08-19 23:03:00,28,40,Tablet,Android
4072,188,261,2024-10-03 20:39:00,22,21,Desktop,Android
4073,703,358,2024-01-05 11:27:00,27,42,Tablet,Web
4074,2075,311,2024-11-02 04:32:00,37,52,Mobile,Web
4075,3035,215,2024-01-27 03:52:00,36,41,Mobile,iOS
4076,2143,319,2024-02-17 19:14:00,48,42,Mobile,Android
4077,409,335,2024-02-25 11:19:00,1,5,Desktop,Android
4078,899,244,2024-09-28 23:35:00,45,39,Tablet,Web
4079,492,277,2024-09-25 17:23:00,7,16,Tablet,Web
4080,293,147,2024-02-04 02:05:00,33,34,Desktop,iOS
4081,2228,124,2024-07-26 13:08:00,9,15,Tablet,Android
4082,622,352,2024-04-07 17:49:00,28,49,Tablet,Web
4083,845,141,2024-04-21 16:17:00,66,68,Desktop,Android
4084,2620,181,2024-04-10 01:26:00,65,100,Tablet,Web
4085,99,53,2024-06-11 13:01:00,52,64,Desktop,Android
4086,902,250,2024-05-14 01:13:00,58,68,Mobile,Web
4087,305,80,2024-12-02 03:30:00,60,51,Desktop,Web
4088,4319,356,2024-12-26 06:58:00,72,74,Desktop,Web
4089,843,224,2024-07-06 17:36:00,12,42,Desktop,Android
4090,4239,217,2024-10-18 19:29:00,15,60,Desktop,Android
4091,3593,183,2024-12-30 17:47:00,75,68,Mobile,Web
4092,1632,82,2024-08-31 01:25:00,53,100,Tablet,Android
4093,231,171,2024-07-10 06:28:00,69,100,Desktop,Android
4094,4417,35,2024-08-04 11:10:00,76,100,Desktop,Web
4095,1229,280,2024-07-05 08:10:00,48,100,Mobile,Web
4096,4861,261,2024-03-22 13:14:00,21,41,Desktop,Web
4097,1164,49,2024-12-24 16:27:00,60,52,Desktop,Web
4098,355,35,2024-10-03 09:08:00,88,100,Desktop,Android
4099,4490,249,2024-01-03 06:54:00,78,100,Mobile,iOS
4100,4223,175,2024-08-24 06:06:00,27,77,Desktop,Android
4101,3523,304,2024-11-27 07:34:00,72,61,Desktop,Android
4102,571,327,2024-12-29 02:05:00,48,40,Mobile,Android
4103,1031,266,2024-08-06 03:38:00,48,90,Mobile,iOS
4104,4460,240,2024-10-01 19:15:00,25,100,Desktop,iOS
4105,66,328,2024-04-24 18:57:00,59,52,Tablet,iOS
4106,3964,244,2024-02-29 04:07:00,61,83,Tablet,Android
4107,1149,164,2024-09-03 22:16:00,17,16,Tablet,Android
4108,1626,1,2024-01-05 15:06:00,78,100,Mobile,iOS
4109,600,25,2024-05-22 04:48:00,19,17,Mobile,Android
4110,2378,251,2024-01-27 11:54:00,28,27,Tablet,Web
4111,3961,355,2024-08-28 03:12:00,85,100,Tablet,Web
4112,3500,62,2024-10-25 21:32:00,87,97,Desktop,iOS
4113,3082,187,2024-06-28 13:36:00,79,100,Desktop,Android
4114,3332,152,2024-11-08 23:15:00,6,6,Desktop,Web
4115,1922,100,2024-05-16 00:32:00,37,32,Mobile,Web
4116,3004,78,2024-05-24 04:43:00,21,17,Tablet,Android
4117,2987,101,2024-04-12 23:42:00,59,62,Mobile,iOS
4118,723,297,2024-05-12 08:19:00,10,8,Tablet,Web
4119,109,235,2024-12-20 09:42:00,3,5,Desktop,Web
4120,1993,216,2024-02-28 11:25:00,7,6,Desktop,Web
4121,4807,59,2024-01-20 23:57:00,11,19,Mobile,iOS
4122,568,204,2024-01-05 01:02:00,20,29,Tablet,iOS
4123,1103,206,2024-10-19 07:07:00,45,52,Tablet,Android
4124,3840,173,2024-10-11 06:56:00,77,100,Mobile,Android
4125,2368,260,2024-04-15 12:13:00,65,61,Desktop,iOS
4126,4917,96,2024-10-19 13:45:00,14,27,Desktop,Web
4127,748,130,2024-12-29 17:14:00,50,100,Desktop,Web
4128,3174,146,2024-03-20 00:46:00,87,100,Mobile,iOS
4129,4054,355,2024-12-02 13:54:00,18,15,Desktop,Android
4130,1199,266,2024-07-20 18:23:00,19,35,Desktop,Android
4131,4852,86,2024-03-06 09:54:00,64,64,Mobile,iOS
4132,282,353,2024-03-13 00:42:00,87,87,Tablet,Android
4133,407,45,2024-07-12 00:35:00,39,39,Desktop,iOS
4134,4827,13,2024-06-22 09:33:00,72,63,Mobile,iOS
4135,4060,59,2024-04-13 01:56:00,52,53,Tablet,Web
4136,1624,121,2024-12-01 07:24:00,41,60,Desktop,Web
4137,1645,7,2024-01-30 01:17:00,12,54,Tablet,iOS
4138,4312,305,2024-02-03 18:52:00,76,100,Desktop,Web
4139,934,373,2024-06-07 18:08:00,1,5,Mobile,iOS
4140,4315,330,2024-12-23 09:30:00,30,52,Mobile,Android
4141,4455,308,2024-12-15 01:43:00,24,25,Tablet,Web
4142,1886,26,2024-04-22 21:37:00,34,32,Desktop,Android
4143,3480,46,2024-08-01 13:26:00,32,28,Mobile,Web
4144,203,263,2024-03-11 23:01:00,11,34,Tablet,Android
4145,4260,35,2024-10-19 10:20:00,45,40,Desktop,Web
4146,2101,235,2024-04-22 02:30:00,1,5,Mobile,iOS
4147,2858,349,2024-12-11 08:20:00,71,100,Mobile,Web
4148,3545,255,2024-08-17 21:07:00,26,28,Tablet,Android
4149,1143,49,2024-03-04 10:31:00,72,80,Mobile,Web
4150,3459,311,2024-07-27 12:09:00,30,40,Tablet,iOS
4151,851,208,2024-09-02 23:33:00,63,91,Mobile,Web
4152,4058,246,2024-12-02 18:07:00,51,100,Tablet,iOS
4153,3352,121,2024-09-26 22:41:00,56,66,Tablet,Android
4154,202,45,2024-11-23 05:30:00,84,100,Desktop,Android
4155,1409,304,2024-08-05 14:45:00,21,55,Desktop,Android
4156,4217,354,2024-10-18 23:52:00,66,100,Tablet,iOS
4157,3667,330,2024-07-21 11:05:00,51,100,Mobile,iOS
4158,4509,329,2024-12-31 18:21:00,78,77,Tablet,iOS
4159,3800,150,2024-05-03 10:51:00,75,84,Tablet,Web
4160,870,70,2024-11-14 16:16:00,42,72,Desktop,Android
4161,1248,223,2024-09-10 12:58:00,42,45,Desktop,iOS
4162,4498,97,2024-09-29 00:50:00,72,100,Desktop,iOS
4163,594,364,2024-08-13 03:43:00,38,100,Desktop,Android
4164,3956,283,2024-10-19 02:23:00,75,100,Mobile,Web
4165,2888,203,2024-02-17 18:14:00,45,38,Tablet,Android
4166,658,332,2024-09-26 14:37:00,15,27,Mobile,iOS
4167,2958,23,2024-11-04 06:16:00,1,5,Desktop,Android
4168,4870,361,2024-09-24 15:15:00,82,100,Tablet,Android
4169,2864,328,2024-11-16 07:57:00,60,100,Tablet,iOS
4170,1158,302,2024-03-04 03:28:00,26,100,Tablet,iOS
4171,2785,325,2024-11-25 17:18:00,2,8,Desktop,Web
4172,296,253,2024-10-19 00:47:00,36,100,Desktop,Web
4173,4922,177,2024-03-23 07:45:00,20,52,Mobile,Android
4174,4954,108,2024-10-14 00:32:00,16,16,Desktop,iOS
4175,343,7,2024-04-10 00:40:00,64,66,Mobile,Android
4176,1416,198,2024-08-04 04:44:00,84,80,Desktop,Web
4177,4704,232,2024-08-28 21:40:00,47,100,Desktop,iOS
4178,2676,254,2024-11-24 09:27:00,89,100,Desktop,Android
4179,4896,189,2024-09-10 08:43:00,53,52,Mobile,Web
4180,3117,278,2024-04-16 12:21:00,64,55,Tablet,Android
